inventory_id,record_type,screen,route,component,user_action,api_endpoint,method,server_action,service,ros_component,agent,llm_provider,db_model,external_provider,auth_required,rbac_required,tenant_check,idempotency,mock_present,error_handling,persistence,test_file,status,severity,evidence,file,line,notes
ACT-00843,user_action,/employer/proactive-candidate-search,/employer/proactive-candidate-search,src/app/employer/proactive-candidate-search/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/employer/proactive-candidate-search/page.tsx:424 — onClick handler,src/app/employer/proactive-candidate-search/page.tsx,424,No nearby API call detected; verify whether UI-only is intentional.
ACT-00844,user_action,/employer/proactive-candidate-search,/employer/proactive-candidate-search,src/app/employer/proactive-candidate-search/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/employer/proactive-candidate-search/page.tsx:432 — onClick handler,src/app/employer/proactive-candidate-search/page.tsx,432,No nearby API call detected; verify whether UI-only is intentional.
ACT-00845,user_action,/employer/proactive-candidate-search,/employer/proactive-candidate-search,src/app/employer/proactive-candidate-search/page.tsx,onChange handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/employer/proactive-candidate-search/page.tsx:450 — onChange handler,src/app/employer/proactive-candidate-search/page.tsx,450,No nearby API call detected; verify whether UI-only is intentional.
ACT-00846,user_action,/employer/proactive-candidate-search,/employer/proactive-candidate-search,src/app/employer/proactive-candidate-search/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/employer/proactive-candidate-search/page.tsx:451 — onClick handler,src/app/employer/proactive-candidate-search/page.tsx,451,No nearby API call detected; verify whether UI-only is intentional.
ACT-00847,user_action,/employer/proactive-candidate-search,/employer/proactive-candidate-search,src/app/employer/proactive-candidate-search/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/employer/proactive-candidate-search/page.tsx:452 — onClick handler,src/app/employer/proactive-candidate-search/page.tsx,452,No nearby API call detected; verify whether UI-only is intentional.
ACT-00848,user_action,/employer/proactive-candidate-search,/employer/proactive-candidate-search,src/app/employer/proactive-candidate-search/page.tsx,onChange handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/employer/proactive-candidate-search/page.tsx:470 — onChange handler,src/app/employer/proactive-candidate-search/page.tsx,470,No nearby API call detected; verify whether UI-only is intentional.
ACT-00849,user_action,/employer/proactive-candidate-search,/employer/proactive-candidate-search,src/app/employer/proactive-candidate-search/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/employer/proactive-candidate-search/page.tsx:472 — onClick handler,src/app/employer/proactive-candidate-search/page.tsx,472,No nearby API call detected; verify whether UI-only is intentional.
ACT-00850,user_action,/employer/proactive-candidate-search,/employer/proactive-candidate-search,src/app/employer/proactive-candidate-search/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/employer/proactive-candidate-search/page.tsx:483 — onClick handler,src/app/employer/proactive-candidate-search/page.tsx,483,No nearby API call detected; verify whether UI-only is intentional.
ACT-00851,user_action,/employer/proactive-candidate-search,/employer/proactive-candidate-search,src/app/employer/proactive-candidate-search/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/employer/proactive-candidate-search/page.tsx:501 — onClick handler,src/app/employer/proactive-candidate-search/page.tsx,501,No nearby API call detected; verify whether UI-only is intentional.
ACT-00852,user_action,/employer/proactive-candidate-search,/employer/proactive-candidate-search,src/app/employer/proactive-candidate-search/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/employer/proactive-candidate-search/page.tsx:505 — onClick handler,src/app/employer/proactive-candidate-search/page.tsx,505,No nearby API call detected; verify whether UI-only is intentional.
ACT-00853,user_action,/employer/proactive-candidate-search,/employer/proactive-candidate-search,src/app/employer/proactive-candidate-search/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/employer/proactive-candidate-search/page.tsx:529 — onClick handler,src/app/employer/proactive-candidate-search/page.tsx,529,No nearby API call detected; verify whether UI-only is intentional.
ACT-00854,user_action,/employer/proactive-candidate-search,/employer/proactive-candidate-search,src/app/employer/proactive-candidate-search/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/employer/proactive-candidate-search/page.tsx:566 — onClick handler,src/app/employer/proactive-candidate-search/page.tsx,566,No nearby API call detected; verify whether UI-only is intentional.
ACT-00855,user_action,/employer/proactive-candidate-search,/employer/proactive-candidate-search,src/app/employer/proactive-candidate-search/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/employer/proactive-candidate-search/page.tsx:579 — onClick handler,src/app/employer/proactive-candidate-search/page.tsx,579,No nearby API call detected; verify whether UI-only is intentional.
ACT-00856,user_action,/employer/proactive-candidate-search,/employer/proactive-candidate-search,src/app/employer/proactive-candidate-search/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/employer/proactive-candidate-search/page.tsx:583 — onClick handler,src/app/employer/proactive-candidate-search/page.tsx,583,No nearby API call detected; verify whether UI-only is intentional.
ACT-00857,user_action,/employer/proactive-candidate-search,/employer/proactive-candidate-search,src/app/employer/proactive-candidate-search/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/employer/proactive-candidate-search/page.tsx:586 — onClick handler,src/app/employer/proactive-candidate-search/page.tsx,586,No nearby API call detected; verify whether UI-only is intentional.
ACT-00858,user_action,/employer/proactive-candidate-search,/employer/proactive-candidate-search,src/app/employer/proactive-candidate-search/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/employer/proactive-candidate-search/page.tsx:603 — onClick handler,src/app/employer/proactive-candidate-search/page.tsx,603,No nearby API call detected; verify whether UI-only is intentional.
ACT-00859,user_action,/employer/proactive-candidate-search,/employer/proactive-candidate-search,src/app/employer/proactive-candidate-search/page.tsx,onChange handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/employer/proactive-candidate-search/page.tsx:615 — onChange handler,src/app/employer/proactive-candidate-search/page.tsx,615,No nearby API call detected; verify whether UI-only is intentional.
ACT-00860,user_action,/employer/proactive-candidate-search,/employer/proactive-candidate-search,src/app/employer/proactive-candidate-search/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/employer/proactive-candidate-search/page.tsx:615 — onClick handler,src/app/employer/proactive-candidate-search/page.tsx,615,No nearby API call detected; verify whether UI-only is intentional.
ACT-00861,user_action,/employer/proactive-candidate-search,/employer/proactive-candidate-search,src/app/employer/proactive-candidate-search/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/employer/proactive-candidate-search/page.tsx:656 — onClick handler,src/app/employer/proactive-candidate-search/page.tsx,656,No nearby API call detected; verify whether UI-only is intentional.
ACT-00862,user_action,/employer/proactive-candidate-search,/employer/proactive-candidate-search,src/app/employer/proactive-candidate-search/page.tsx,onChange handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/employer/proactive-candidate-search/page.tsx:657 — onChange handler,src/app/employer/proactive-candidate-search/page.tsx,657,No nearby API call detected; verify whether UI-only is intentional.
ACT-00863,user_action,/employer/proactive-candidate-search,/employer/proactive-candidate-search,src/app/employer/proactive-candidate-search/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/employer/proactive-candidate-search/page.tsx:657 — onClick handler,src/app/employer/proactive-candidate-search/page.tsx,657,No nearby API call detected; verify whether UI-only is intentional.
ACT-00864,user_action,/employer/proactive-candidate-search,/employer/proactive-candidate-search,src/app/employer/proactive-candidate-search/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/employer/proactive-candidate-search/page.tsx:688 — onClick handler,src/app/employer/proactive-candidate-search/page.tsx,688,No nearby API call detected; verify whether UI-only is intentional.
ACT-00865,user_action,/employer/proactive-candidate-search,/employer/proactive-candidate-search,src/app/employer/proactive-candidate-search/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/employer/proactive-candidate-search/page.tsx:690 — onClick handler,src/app/employer/proactive-candidate-search/page.tsx,690,No nearby API call detected; verify whether UI-only is intentional.
ACT-00866,user_action,/employer/proactive-candidate-search,/employer/proactive-candidate-search,src/app/employer/proactive-candidate-search/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/employer/proactive-candidate-search/page.tsx:713 — onClick handler,src/app/employer/proactive-candidate-search/page.tsx,713,No nearby API call detected; verify whether UI-only is intentional.
ACT-00867,user_action,/employer/proactive-candidate-search,/employer/proactive-candidate-search,src/app/employer/proactive-candidate-search/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/employer/proactive-candidate-search/page.tsx:721 — onClick handler,src/app/employer/proactive-candidate-search/page.tsx,721,No nearby API call detected; verify whether UI-only is intentional.
ACT-00868,user_action,/employer/proactive-candidate-search,/employer/proactive-candidate-search,src/app/employer/proactive-candidate-search/page.tsx,onChange handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/employer/proactive-candidate-search/page.tsx:807 — onChange handler,src/app/employer/proactive-candidate-search/page.tsx,807,No nearby API call detected; verify whether UI-only is intentional.
ACT-00869,user_action,/employer/proactive-candidate-search,/employer/proactive-candidate-search,src/app/employer/proactive-candidate-search/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/employer/proactive-candidate-search/page.tsx:809 — onClick handler,src/app/employer/proactive-candidate-search/page.tsx,809,No nearby API call detected; verify whether UI-only is intentional.
ACT-00870,user_action,/employer/proactive-candidate-search,/employer/proactive-candidate-search,src/app/employer/proactive-candidate-search/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/employer/proactive-candidate-search/page.tsx:849 — onClick handler,src/app/employer/proactive-candidate-search/page.tsx,849,No nearby API call detected; verify whether UI-only is intentional.
ACT-00871,user_action,/employer/proactive-candidate-search,/employer/proactive-candidate-search,src/app/employer/proactive-candidate-search/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/employer/proactive-candidate-search/page.tsx:852 — onClick handler,src/app/employer/proactive-candidate-search/page.tsx,852,No nearby API call detected; verify whether UI-only is intentional.
ACT-00872,user_action,/employer/proactive-candidate-search,/employer/proactive-candidate-search,src/app/employer/proactive-candidate-search/page.tsx,undefined handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/employer/proactive-candidate-search/page.tsx:852 — undefined handler,src/app/employer/proactive-candidate-search/page.tsx,852,No nearby API call detected; verify whether UI-only is intentional.
ACT-00873,user_action,/employer/proactive-candidate-search,/employer/proactive-candidate-search,src/app/employer/proactive-candidate-search/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/employer/proactive-candidate-search/page.tsx:855 — onClick handler,src/app/employer/proactive-candidate-search/page.tsx,855,No nearby API call detected; verify whether UI-only is intentional.
ACT-00874,user_action,/employer/proactive-candidate-search,/employer/proactive-candidate-search,src/app/employer/proactive-candidate-search/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/employer/proactive-candidate-search/page.tsx:858 — onClick handler,src/app/employer/proactive-candidate-search/page.tsx,858,No nearby API call detected; verify whether UI-only is intentional.
ACT-00875,user_action,/employer/proactive-candidate-search,/employer/proactive-candidate-search,src/app/employer/proactive-candidate-search/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/employer/proactive-candidate-search/page.tsx:881 — onClick handler,src/app/employer/proactive-candidate-search/page.tsx,881,No nearby API call detected; verify whether UI-only is intentional.
ACT-00876,user_action,/employer/proactive-candidate-search,/employer/proactive-candidate-search,src/app/employer/proactive-candidate-search/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/employer/proactive-candidate-search/page.tsx:888 — onClick handler,src/app/employer/proactive-candidate-search/page.tsx,888,No nearby API call detected; verify whether UI-only is intentional.
ACT-00877,user_action,/employer/proactive-candidate-search,/employer/proactive-candidate-search,src/app/employer/proactive-candidate-search/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/employer/proactive-candidate-search/page.tsx:898 — onClick handler,src/app/employer/proactive-candidate-search/page.tsx,898,No nearby API call detected; verify whether UI-only is intentional.
ACT-00878,user_action,/employer/proactive-candidate-search,/employer/proactive-candidate-search,src/app/employer/proactive-candidate-search/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/employer/proactive-candidate-search/page.tsx:953 — onClick handler,src/app/employer/proactive-candidate-search/page.tsx,953,No nearby API call detected; verify whether UI-only is intentional.
ACT-00879,user_action,/employer/proactive-candidate-search,/employer/proactive-candidate-search,src/app/employer/proactive-candidate-search/page.tsx,undefined handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/employer/proactive-candidate-search/page.tsx:953 — undefined handler,src/app/employer/proactive-candidate-search/page.tsx,953,No nearby API call detected; verify whether UI-only is intentional.
ACT-00880,user_action,/employer/proactive-candidate-search,/employer/proactive-candidate-search,src/app/employer/proactive-candidate-search/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/employer/proactive-candidate-search/page.tsx:968 — onClick handler,src/app/employer/proactive-candidate-search/page.tsx,968,No nearby API call detected; verify whether UI-only is intentional.
SCR-00881,screen,/employer/proctoring-security-report,/employer/proctoring-security-report,src/app/employer/proctoring-security-report/page.tsx,Screen render,,,,,,,,,,yes,yes,unknown,unknown,false,false,none/unknown,,GREEN,LOW,src/app/employer/proctoring-security-report/page.tsx:1 — screen route /employer/proctoring-security-report,src/app/employer/proctoring-security-report/page.tsx,1,No interactive handler detected by static scan.
SCR-00882,screen,/employer/recruiter-interaction-hub,/employer/recruiter-interaction-hub,src/app/employer/recruiter-interaction-hub/page.tsx,Screen render,,,,,,,Google Gemini | Stripe | External asset host,,Google Gemini | Stripe | External asset host,yes,yes,unknown,unknown,false,false,none/unknown,,GREEN,LOW,src/app/employer/recruiter-interaction-hub/page.tsx:1 — screen route /employer/recruiter-interaction-hub,src/app/employer/recruiter-interaction-hub/page.tsx,1,No interactive handler detected by static scan.
SCR-00883,screen,/employer/referral-and-source-tracking,/employer/referral-and-source-tracking,src/app/employer/referral-and-source-tracking/page.tsx,Screen render,,,,,,,WhatsApp Cloud API,,WhatsApp Cloud API,yes,yes,unknown,unknown,false,true,none/unknown,,GREEN,LOW,src/app/employer/referral-and-source-tracking/page.tsx:1 — screen route /employer/referral-and-source-tracking,src/app/employer/referral-and-source-tracking/page.tsx,1,Interactive handlers detected; action-level rows follow.
ACT-00884,user_action,/employer/referral-and-source-tracking,/employer/referral-and-source-tracking,src/app/employer/referral-and-source-tracking/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/employer/referral-and-source-tracking/page.tsx:76 — onClick handler,src/app/employer/referral-and-source-tracking/page.tsx,76,No nearby API call detected; verify whether UI-only is intentional.
CALL-00885,frontend_api_call,/employer/referral-and-source-tracking,/employer/referral-and-source-tracking,src/app/employer/referral-and-source-tracking/page.tsx,fetch GET /api/employer/source-tracking?days=${period},/api/employer/source-tracking?days=${period},GET,,,,,WhatsApp Cloud API,,WhatsApp Cloud API,unknown,yes,unknown,unknown,false,true,unknown,,GREEN,LOW,src/app/employer/referral-and-source-tracking/page.tsx:49 — frontend call GET /api/employer/source-tracking?days=${period},src/app/employer/referral-and-source-tracking/page.tsx,49,Must reconcile against an API endpoint row.
SCR-00886,screen,/employer/referrals,/employer/referrals,src/app/employer/referrals/page.tsx,Screen render,,,,,,,,,,yes,yes,unknown,unknown,false,true,none/unknown,,GREEN,LOW,src/app/employer/referrals/page.tsx:1 — screen route /employer/referrals,src/app/employer/referrals/page.tsx,1,Interactive handlers detected; action-level rows follow.
ACT-00887,user_action,/employer/referrals,/employer/referrals,src/app/employer/referrals/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/employer/referrals/page.tsx:295 — onClick handler,src/app/employer/referrals/page.tsx,295,No nearby API call detected; verify whether UI-only is intentional.
ACT-00888,user_action,/employer/referrals,/employer/referrals,src/app/employer/referrals/page.tsx,onSubmit handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/employer/referrals/page.tsx:315 — onSubmit handler,src/app/employer/referrals/page.tsx,315,No nearby API call detected; verify whether UI-only is intentional.
ACT-00889,user_action,/employer/referrals,/employer/referrals,src/app/employer/referrals/page.tsx,onChange handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/employer/referrals/page.tsx:322 — onChange handler,src/app/employer/referrals/page.tsx,322,No nearby API call detected; verify whether UI-only is intentional.
ACT-00890,user_action,/employer/referrals,/employer/referrals,src/app/employer/referrals/page.tsx,onChange handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/employer/referrals/page.tsx:333 — onChange handler,src/app/employer/referrals/page.tsx,333,No nearby API call detected; verify whether UI-only is intentional.
ACT-00891,user_action,/employer/referrals,/employer/referrals,src/app/employer/referrals/page.tsx,onSubmit handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/employer/referrals/page.tsx:371 — onSubmit handler,src/app/employer/referrals/page.tsx,371,No nearby API call detected; verify whether UI-only is intentional.
ACT-00892,user_action,/employer/referrals,/employer/referrals,src/app/employer/referrals/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/employer/referrals/page.tsx:378 — onClick handler,src/app/employer/referrals/page.tsx,378,No nearby API call detected; verify whether UI-only is intentional.
ACT-00893,user_action,/employer/referrals,/employer/referrals,src/app/employer/referrals/page.tsx,onChange handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/employer/referrals/page.tsx:399 — onChange handler,src/app/employer/referrals/page.tsx,399,No nearby API call detected; verify whether UI-only is intentional.
ACT-00894,user_action,/employer/referrals,/employer/referrals,src/app/employer/referrals/page.tsx,onChange handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/employer/referrals/page.tsx:413 — onChange handler,src/app/employer/referrals/page.tsx,413,No nearby API call detected; verify whether UI-only is intentional.
ACT-00895,user_action,/employer/referrals,/employer/referrals,src/app/employer/referrals/page.tsx,onChange handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/employer/referrals/page.tsx:430 — onChange handler,src/app/employer/referrals/page.tsx,430,No nearby API call detected; verify whether UI-only is intentional.
ACT-00896,user_action,/employer/referrals,/employer/referrals,src/app/employer/referrals/page.tsx,onChange handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/employer/referrals/page.tsx:440 — onChange handler,src/app/employer/referrals/page.tsx,440,No nearby API call detected; verify whether UI-only is intentional.
ACT-00897,user_action,/employer/referrals,/employer/referrals,src/app/employer/referrals/page.tsx,onChange handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/employer/referrals/page.tsx:453 — onChange handler,src/app/employer/referrals/page.tsx,453,No nearby API call detected; verify whether UI-only is intentional.
ACT-00898,user_action,/employer/referrals,/employer/referrals,src/app/employer/referrals/page.tsx,onChange handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/employer/referrals/page.tsx:464 — onChange handler,src/app/employer/referrals/page.tsx,464,No nearby API call detected; verify whether UI-only is intentional.
ACT-00899,user_action,/employer/referrals,/employer/referrals,src/app/employer/referrals/page.tsx,onChange handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/employer/referrals/page.tsx:476 — onChange handler,src/app/employer/referrals/page.tsx,476,No nearby API call detected; verify whether UI-only is intentional.
ACT-00900,user_action,/employer/referrals,/employer/referrals,src/app/employer/referrals/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/employer/referrals/page.tsx:521 — onClick handler,src/app/employer/referrals/page.tsx,521,No nearby API call detected; verify whether UI-only is intentional.
ACT-00901,user_action,/employer/referrals,/employer/referrals,src/app/employer/referrals/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/employer/referrals/page.tsx:531 — onClick handler,src/app/employer/referrals/page.tsx,531,No nearby API call detected; verify whether UI-only is intentional.
CALL-00902,frontend_api_call,/employer/referrals,/employer/referrals,src/app/employer/referrals/page.tsx,fetch GET /api/referrals,/api/referrals,GET,,,,,,,,unknown,yes,unknown,unknown,false,true,unknown,,GREEN,LOW,src/app/employer/referrals/page.tsx:83 — frontend call GET /api/referrals,src/app/employer/referrals/page.tsx,83,Must reconcile against an API endpoint row.
CALL-00903,frontend_api_call,/employer/referrals,/employer/referrals,src/app/employer/referrals/page.tsx,fetch POST /api/referrals/payout,/api/referrals/payout,POST,,,,,,,,unknown,yes,unknown,unknown,false,true,unknown,,GREEN,LOW,src/app/employer/referrals/page.tsx:134 — frontend call POST /api/referrals/payout,src/app/employer/referrals/page.tsx,134,Must reconcile against an API endpoint row.
CALL-00904,frontend_api_call,/employer/referrals,/employer/referrals,src/app/employer/referrals/page.tsx,fetch GET /api/referrals,/api/referrals,GET,,,,,,,,unknown,yes,unknown,unknown,false,true,unknown,,GREEN,LOW,src/app/employer/referrals/page.tsx:152 — frontend call GET /api/referrals,src/app/employer/referrals/page.tsx,152,Must reconcile against an API endpoint row.
CALL-00905,frontend_api_call,/employer/referrals,/employer/referrals,src/app/employer/referrals/page.tsx,fetch POST /api/referrals,/api/referrals,POST,,,,,,,,unknown,yes,unknown,unknown,false,true,unknown,,GREEN,LOW,src/app/employer/referrals/page.tsx:171 — frontend call POST /api/referrals,src/app/employer/referrals/page.tsx,171,Must reconcile against an API endpoint row.
SCR-00906,screen,/employer/revenue-and-billing-management,/employer/revenue-and-billing-management,src/app/employer/revenue-and-billing-management/page.tsx,Screen render,,,,,,,,,,yes,yes,unknown,unknown,false,true,none/unknown,,GREEN,LOW,src/app/employer/revenue-and-billing-management/page.tsx:1 — screen route /employer/revenue-and-billing-management,src/app/employer/revenue-and-billing-management/page.tsx,1,Interactive handlers detected; action-level rows follow.
ACT-00907,user_action,/employer/revenue-and-billing-management,/employer/revenue-and-billing-management,src/app/employer/revenue-and-billing-management/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/employer/revenue-and-billing-management/page.tsx:177 — onClick handler,src/app/employer/revenue-and-billing-management/page.tsx,177,No nearby API call detected; verify whether UI-only is intentional.
ACT-00908,user_action,/employer/revenue-and-billing-management,/employer/revenue-and-billing-management,src/app/employer/revenue-and-billing-management/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/employer/revenue-and-billing-management/page.tsx:203 — onClick handler,src/app/employer/revenue-and-billing-management/page.tsx,203,No nearby API call detected; verify whether UI-only is intentional.
ACT-00909,user_action,/employer/revenue-and-billing-management,/employer/revenue-and-billing-management,src/app/employer/revenue-and-billing-management/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/employer/revenue-and-billing-management/page.tsx:209 — onClick handler,src/app/employer/revenue-and-billing-management/page.tsx,209,No nearby API call detected; verify whether UI-only is intentional.
ACT-00910,user_action,/employer/revenue-and-billing-management,/employer/revenue-and-billing-management,src/app/employer/revenue-and-billing-management/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/employer/revenue-and-billing-management/page.tsx:288 — onClick handler,src/app/employer/revenue-and-billing-management/page.tsx,288,No nearby API call detected; verify whether UI-only is intentional.
ACT-00911,user_action,/employer/revenue-and-billing-management,/employer/revenue-and-billing-management,src/app/employer/revenue-and-billing-management/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/employer/revenue-and-billing-management/page.tsx:295 — onClick handler,src/app/employer/revenue-and-billing-management/page.tsx,295,No nearby API call detected; verify whether UI-only is intentional.
ACT-00912,user_action,/employer/revenue-and-billing-management,/employer/revenue-and-billing-management,src/app/employer/revenue-and-billing-management/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/employer/revenue-and-billing-management/page.tsx:314 — onClick handler,src/app/employer/revenue-and-billing-management/page.tsx,314,No nearby API call detected; verify whether UI-only is intentional.
ACT-00913,user_action,/employer/revenue-and-billing-management,/employer/revenue-and-billing-management,src/app/employer/revenue-and-billing-management/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/employer/revenue-and-billing-management/page.tsx:321 — onClick handler,src/app/employer/revenue-and-billing-management/page.tsx,321,No nearby API call detected; verify whether UI-only is intentional.
ACT-00914,user_action,/employer/revenue-and-billing-management,/employer/revenue-and-billing-management,src/app/employer/revenue-and-billing-management/page.tsx,onChange handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/employer/revenue-and-billing-management/page.tsx:344 — onChange handler,src/app/employer/revenue-and-billing-management/page.tsx,344,No nearby API call detected; verify whether UI-only is intentional.
ACT-00915,user_action,/employer/revenue-and-billing-management,/employer/revenue-and-billing-management,src/app/employer/revenue-and-billing-management/page.tsx,onChange handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/employer/revenue-and-billing-management/page.tsx:366 — onChange handler,src/app/employer/revenue-and-billing-management/page.tsx,366,No nearby API call detected; verify whether UI-only is intentional.
ACT-00916,user_action,/employer/revenue-and-billing-management,/employer/revenue-and-billing-management,src/app/employer/revenue-and-billing-management/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/employer/revenue-and-billing-management/page.tsx:375 — onClick handler,src/app/employer/revenue-and-billing-management/page.tsx,375,No nearby API call detected; verify whether UI-only is intentional.
